Артикул	Наименование (Русский)	Старая цена	Цена	На складе	Скрытый	Каталог куда загружать	Каталог куда загружать-2	Продано	Можно купить	Гарантия
34541	Ноутбук Asus K42F 14 HD P6200 (2.13)/ 2GB/ 320GB/ 4500HD/ DVD SM/ WiFi/ Cam/ DOS/ Black/ K42F-VX400D	0	0	0	1	539		0	0	12	
27246	Ноутбук Asus K50AB 15,6 HD QL64-2.1/RS780 /2Gb/ 250GB/ HD4570/ DVD RW/ WiFi/ BT /DOS	0	0	0	1	539		0	0	12	
27544	Ноутбук Asus K50AB 15,6 HD QL65-2.1/RS780 /2Gb/ 250GB/ HD4570/ DVD RW/ WiFi/ BT /DOS K50AB-QL65SCELWW	0	0	0	1	539		0	0	12	
28892	Ноутбук Asus K50AD 15,6 HD M320-2.1/HD5470 (HM) /2Gb/ 320GB/ HD4570/ DVD RW/ WiFi/ Cam/ DOS K50AD-M320SCGDWW	0	0	0	1	539		0	0	12	
29185	Ноутбук Asus K50AF, Athlon II DualCore M320 2.1GHz 15.6WXGA HD(1366x768)/RX781/2Gb /250Gb/ 512Mb Radeon 5145/камера/DOS	0	0	0	1	539		0	0	12	
28048	Ноутбук Asus K50C 15,6 HD Intel Celeron M220/ 2GB/ 250GB/ DVD-RW/ WiFi/  K50C-C220SCEDWW	0	0	0	1	539		0	0	12	
27763	Ноутбук Asus K50C 15,6WXGA Intel Celeron M220 (1.2GHz) M672/ 2GB/ 250GB/ X4500/ DVD-RW/ WiFi/ DOS K50C-C220SCELWW	0	0	0	1	539		0	0	12	
29631	Ноутбук Asus K50C 15,6WXGA Intel Celeron M220 (1.2GHz) M672/ 2GB/ 250GB/ X4500/ DVD-RW/ WiFi/ DOS K50C-C220SCENWW	0	0	0	1	539		0	0	12	
30754	Ноутбук Asus K50IE 15.6 Pentium T4400 2.2; 3Gb;250Gb; DVD-RW;512Mb; G310M; GLAN; HDMI; WiFi K50IE-T440SEEDAW 	0	0	0	1	539		0	0	12	
31258	Ноутбук Asus K50IE 15.6 Pentium T4500 2.3/ 3Gb/ 320Gb/ DVD-RW/ 512Mb/ G310M/ GLAN/ HDMI/ WiFi/ Cam K50IE-T450SEGDAW	0	0	0	1	539		0	0	12	
29582	Ноутбук Asus K50IJ 15.6/ Intel CoreDuo T3000 /2Gb/250Gb/камера/ DVDRW/ WiFi/ K50IJ-T310SCELWW	0	0	0	1	539		0	0	12	
31372	Ноутбук Asus K50IJ 15.6/ Intel CoreDuo T3300 /2Gb/320Gb/камера/ DVDRW/ WiFi/ K50IJ-T330SCGDWW	0	0	0	1	539		0	0	12	
28832	Ноутбук Asus K50IJ HD Intel DualCore T4300/ 2GB/ 250GB/ X4500M/ DVD-RW/ WiFi/ DOS K50IJ-T430SCEDWW	0	0	0	1	539		0	0	12	
27835	Ноутбук Asus K50IN 15,6 HD (1366x768) T4300 (2.1Ghz)/ 2GB/ 250GB/ G102M/ DVD-RW/ WiFi/ DOS K50IN-T430SCEDWW	0	0	0	1	539		0	0	12	
33516	Ноутбук Asus K50IP 15.6/ Intel CoreDuo T3300 /2Gb/320Gb/GT205M/ камера/ DVDRW/ WiFi/ K50IP-T330SCGDWW	0	0	0	1	539		0	0	12	
32172	Ноутбук Asus K52De, Athlon II DualCore P320 2.1GHz 15.6 /3Gb /320Gb/ Radeon 5470/камера/ BT/ DOS K52De-P320SEGNAW	0	0	0	1	539		0	0	12	
31538	Ноутбук Asus K52De, Turion II DualCore P320 2.1GHz 15.6WXGA 1366x768/2Gb /320Gb/ Radeon 5470/камера/BT/DOS	0	0	0	1	539		0	0	12	
31923	Ноутбук ASUS K52Dr 15.6HD LED/ АMD Phenom II Triple-Core N830 /4GB /320GB /DVD-SM /ATI HD5470/ WiFi/ BT,WC/ DOS 2.62kg	0	0	0	1	539		0	0	12	
32224	Ноутбук Asus K52Dr, Athlon II DualCore P520 2.1GHz 15.6 /3Gb /320Gb/ Radeon 5470/камера/ BT/ DOS K52Dr-P520SEGDAW	0	0	0	1	539		0	0	12	
32813	Ноутбук Asus K52Dr, Athlon II X2 P320 2.1GHz 15.6 /2Gb /320Gb/камера/ BT/ Radeon 5470 1Gb/ K52Dr-P320SCGDAW	0	0	0	1	539		0	0	12	
31376	Ноутбук Asus K52F 15,6HD Intel Core i3 (350M) /3Gb DDR3/ 320GB/ DVD-RW Free Dos K52F-3350SEGDWW	0	0	0	1	539		0	0	12	
29498	Ноутбук Asus K52F 15,6WXGA HD Intel Core i3-330M /3Gb/ 250GB/ DVD RW/ K52F-330SEEDAW	0	0	0	1	539		0	0	12	
29669	Ноутбук Asus K52F 15,6WXGA HD Intel Core i3-330M /3Gb/ 250GB/ DVD RW/ WiFi/ Cam/ Dos K52F-3330SEEDWW	0	0	0	1	539		0	0	12	
31419	Ноутбук Asus K52F 15.6 Intel Core i3-350M 2.26Ghz/ 3Gb/ 320Gb/ GMA4500/ DVDRW/ WiFi/BT/cam/2,6кг K52F-SX355D	0	0	0	1	539		0	0	12	
32108	Ноутбук Asus K52F 15.6 Intel DualCore P6100/ 3ГБ/ HDD 320ГБ/ Intel HD/ DVDRW /Wi-Fi /BT /камера/2.6кг K52F-P610SEGDAW	0	0	0	1	539		0	0	12	
35104	Ноутбук Asus K52F 15.6 Intel DualCore P6200/ 3ГБ/ HDD 320ГБ/ Intel GMA/ DVD-SM /Wi-Fi /BT /камера/2.6кг K52F-P6200-S3CNAN	0	0	0	1	539		0	0	12	
33110	Ноутбук Asus K52JC 15.6 HD/ Core Duo P6100/ 4096Mb/ 500Gb/ G310M K52Jc-P6100-S4DRWN	0	0	0	1	539		0	0	12	
32093	Ноутбук Asus K52Je Intel DualCore P6100 2.0GHz/ 15.6 WXGA HD, 2Gb/ 320Gb/ Radeon 5470/ DVDRW/ WiFi/BT/Camera/DOS/2.6кг K52Je-P610SCGDAW	0	0	0	1	539		0	0	12	
33102	Ноутбук Asus K52Jt 15.6 WXGA HD Core i3-350M/ 2048Mb/ 320Gb/ ATI Rad HD6370 K52Jt-350M-S2CDAN	0	0	0	1	539		0	0	12	
35153	Ноутбук Asus K52Ju 15.6 i3-380M/ 3Gb/ 640Gb/ HD6370/ DVDRW/ HDMI K52JU-380M-S3EDAN	0	0	0	1	539		0	0	12	
32555	Ноутбук Asus K52Ju 15.6 LED HD/Core i3-330M 2.1GHz/ 3Gb/ 500Gb/Radeon HD6370/ BT/ камера/ DVDRW/K52JU-330MSEHNAW	0	0	0	1	539		0	0	12	
34200	Ноутбук Asus K52Ju 15.6K52JU-P6200-S3CNANMSEHNAW	0	0	0	1	539		0	0	12	
35270	Ноутбук Asus K52Ju 15.6K52JU-SX417D/ Core i3-380M/3Gb/ 640Gb/ Radeon HD6370/ DVDRW/Wi-Fi/BT/ камера	0	0	0	1	539		0	0	12	
33520	Ноутбук Asus K52Jv 15.6 HD/Core i5-480M 2.66GHz/ 4Gb/ 500Gb/1Gb GT540M/ BT/ камера/ DVDRW/K52Jv-480M-S4DDAN	0	0	0	1	539		0	0	12	
32030	Ноутбук Asus K52N 15.6'' Athlon P320 2.1/2Gb / 320Gb / HD4200/ DVDRW / WiFi/BT/ камера/ 2.6кг/сумка/K52N-P320SCGDAW	0	0	0	1	539		0	0	12	
34578	Ноутбук Asus K53BY 15,6 HD /AMD E350/ 3GB/ 500GB/ HD6470 1024Mb/ DVDRW/ камера/ WiFi/ BT/2.6кг K53BY-E350-S3DNAN1	0	0	0	1	539		0	0	12	
34236	Ноутбук Asus K53BY 15,6 HD /AMD E350/ 3GB/ 500GB/ HD6470 1024Mb/ DVDRW/ камера/ WiFi/BT/2.6кг K53BY-E350-S3DDAN	0	0	0	1	539		0	0	12	
34738	Ноутбук Asus K53BY 15,6 HD /AMD E350/ 4GB/ 500GB/ HD6470M 1024Mb/ DVDRW/ камера/ WiFi/BT/2.6кг/K53BY-E350-S4DNAN1	0	0	0	1	539		0	0	12	
34467	Ноутбук Asus K53BY 15,6 HD /AMD E350/ 4GB/ 640GB/ HD6470M 1024Mb/ DVDRW/ камера/ WiFi/ BT/ 2.6кг/K53BY-E350-S4EDAN	0	0	0	1	539		0	0	12	
37612	Ноутбук Asus K53E 15.6 | Intel i5-2430M | 4Gb | 500Gb | Blue | K53E-SX757D	0	0	0	1	539		0	0	12	
36846	Ноутбук Asus K53E 15.6 HD /i5-2430M-2.4Ghz/ 4Gb/500Gb/ Intel HD Graphics/ GLan/ WiFi/BT/Dos/Red SX759D	0	0	0	1	539		0	0	12	
36246	Ноутбук Asus K53SC 15,6 /Intel i3 2330M/ 3GB/ 500GB/GT520MX 1Gb/ DVDRW/HDMI/ WiFi/BT/DOS/ Black K53SC-SX184D	0	0	0	1	539		0	0	12	
36845	Ноутбук Asus K53SC 15.6 HD /i3-2330M-2.2Ghz /3Gb/ 500Gb/ GeForce GT520M/ GLan/ WiFi/ BT/ WebCam/ Dos/ SX264D	0	0	0	1	539		0	0	12	
36070	Ноутбук Asus K53SD 15,6 /Intel i5 2430M/ 4GB/ 750GB/GT610M 1Gb/ DVDRW/ WiFi/BT 3.0/DOS/ 2.6кг/Dark Grey K53SD-SX083D	0	0	0	1	539		0	0	12	
33863	Ноутбук Asus K53SJ 15,6 /Intel i3 2310M/ 3GB/ 500GB/GT520M 1Gb/ DVDRW/ WiFi/BT 3.0/DOS/ 2.6кг K53SJ-2310M-S3DDAN	0	0	0	1	539		0	0	12	
37173	Ноутбук Asus K53SV 15,6 /Pentium B950/ 4Gb/ 500Gb/GT540MX 1Gb/ DVDRW/HDMI/ WiFi/BT/DOS/ Brown-Bronze/ K53SV-SX1000D	0	0	0	1	539		0	0	12	
37322	Ноутбук Asus K53SV 15.6 | Pentium B950 | 4Gb | 500Gb | GT540 1Gb | K53SV-SX1001D	0	0	0	1	539		0	0	12	
35422	Ноутбук Asus K53TA-SX008D 15.6/ AMD Dual Core A4-3300M 1.9-2.5Ghz/ 3Gb/ 500Gb/ HD6650M 1Gb/ DVDRW/ WiFi/BT/2.6кг Brown	0	0	0	1	539		0	0	12	
37668	Ноутбук Asus K53TK-SX015D 15.6 / AMD A4-3305M/ 4Gb/ 500Gb/ Radeon 7670M/ 2.6кг	0	0	0	1	539		0	0	12	
37664	Ноутбук Asus K53TK-SX017D 15.6 / AMD Quad Core A6-3420M/ 4Gb/ 500Gb/ Radeon 7650 1Gb/ WiFi/ BT/ Dos /2.6кг Brown	0	0	0	1	539		0	0	12	
37172	Ноутбук Asus K53TK-SX019D 15,6 AMD Quad A6-3400M / 4Gb/ 750Gb/ 1Gb HD7670M/ DVDRW/ WiFi/BT/2.6кг/Dark Brown	0	0	0	1	539		0	0	12	
34751	Ноутбук Asus K53U 15.6 AMD /DualCore E-450/ 3Gb /500Gb/HD6310/DVDRW /WiFi/ BT 3.0 /камера/2.6кг/ K53U-SX169D	0	0	0	1	539		0	0	12	
34908	Ноутбук Asus K53U 15.6 AMD C50/ 2Gb/ 500Gb/ DVDRW/ HD6250/ K53U-SX105D	0	0	0	1	539		0	0	12	
34436	Ноутбук Asus K53U 15.6 HD LED/AMD /DualCore E-350/ 3ГБ /500ГБ/HD6350/DVDRW/WiFi/ BT 3.0 /камера/2.6кг/ E350-S3DDAN	0	0	0	1	539		0	0	12	
34263	Ноутбук Asus K53U 15.6 HD LED/AMD /DualCore E-350/ 3ГБ /500ГБ/HD6350/DVDRW/WiFi/ BT 3.0 /камера/2.6кг/Brown/E350-S3DNAN	0	0	0	1	539		0	0	12	
34495	Ноутбук Asus K53U 15.6 HD LED/AMD /DualCore E-350/ 3ГБ/ 500ГБ/ HD6310M/ DVDRW/ WiFi/ BT 3.0 / камера/2.6кг/ E350-S3DDAN	0	0	0	1	539		0	0	12	
33838	Ноутбук Asus K53U-SX056D 15.6 HD /DualCore E-350/ 3ГБ /320ГБ/ Radeon HD 6310 / DVDRW/ WiFi/ BT 3.0 /камера/2.6кг E350-S3CDAN	0	0	0	1	539		0	0	12	
42561	Ноутбук Asus K551LA-XX147D 15.6' HD | i3-4010U | 4Gb | 500Gb | DVDRW | Intel HD 4400	0	0	0	1	539		0	0	12	
42582	Ноутбук ASUS K551LA-XX148D 15.6'/(1366x768)HD LED Slim/i5-4200U/1.6 GHz(2.6GHz turbo)/mem4 Gb/HDD750 Gb/DVD-SMulti DL/Intel HD Graphics 4400/Lan+/Wi-Fi bgn/BT4.0	0	0	0	1	539		0	0	12	
39164	Ноутбук Asus K55VD-SX137D 15.6 | Intel Core i5-3210M | 4Gb | 500Gb | GT610 2Gb | Pink	0	0	0	1	539		0	0	12	
38272	Ноутбук Asus K55VD-SX271D 15.6 | Pentium B970 | 4Gb | 500Gb | GT610M 2Gb | Розовый |	0	0	0	1	539		0	0	12	
40249	Ноутбук Asus K55VJ-SX019D 15.6 | Intel Core i5-3210M | 4Gb | 500Gb | GT635 2Gb | DVDRW I Dos	0	0	0	1	539		0	0	12	
40792	Ноутбук Asus K56CB-XX035 15.6 | Pentium 2117U | 4Gb | 500Gb | nVidia GeForce GT740M 2Gb | Black	0	0	0	1	539		0	0	12	
41028	Ноутбук Asus K56CB-XX035H 15.6 | Pentium 2117U | 4Gb | 500Gb | GT740M 2Gb | Win8 I Black	0	0	0	1	539		0	0	12	
40925	Ноутбук Asus K56CB-XX036 15.6 | Intel Core i3-3217U | 4Gb | 500Gb | GT740M 2Gb | Black	0	0	0	1	539		0	0	12	
41088	Ноутбук Asus K56CB-XX037 15.6 | Intel Core i5-3317U | 4Gb | 1000Gb | GT740M 2Gb | Black	0	0	0	1	539		0	0	12	
38565	Ноутбук Asus K56CM-XX014D 15.6 | Intel Core i3-3217M | 4Gb | 500Gb | NVidia GeForce GT 635M 2Gb | Black	0	0	0	1	539	1149	0	0	12	
40478	Ноутбук Asus K56CM-XX054D 15.6 | Intel Core i7-3517U | 4Gb | 750Gb | NVidia GF GT635M 2Gb | Black	0	0	0	1	539		0	0	12	
38832	Ноутбук Asus K56CM-XX056D 15.6 HD LED | Intel Pentium 987 | 4Gb | 500Gb | NVidia GT635M 2Gb | Black/Silver	0	0	0	1	539	1149	0	0	12	
33114	Ноутбук Asus K72Dr 17.3 LED/ AMD Phenomen N830/ 6Gb/ 1Tb/ ATI Rad HD 5470 K72DR-N830-S6GVAP	0	0	0	1	539		0	0	12	
33106	Ноутбук Asus K72Dr 17.3 WXGA HD+/ AMD TUurion II Dual-Core P520/ 4096Mb/ 500Gb/ ATI Rad K72Dr-P520-S4DRAN	0	0	0	1	539		0	0	12	
34465	Ноутбук Asus K72F 17/ Intel P6200 (2.13)/ 3Gb/ 320Gb/ iGMA HD/ DVDRW/ CR/ BT/ WiFi/ DOS/ K72F-P6200-S3CDAN	0	0	0	1	539		0	0	12	
29368	Ноутбук Asus K72Jr 17WXGA HD+ LED/ Intel Core i3-330M/ HM55/3072Mb/DDR3/320Gb /1Gb Radeon 5470/DVDRW/WiFi/ BT/DOS	0	0	0	1	539		0	0	12	
35429	Ноутбук Asus K72Jt 17 i3-370M 2.4GHz/ 4Gb/ 500Gb/ 1Gb HD6370M/ DVDRW/ WiFi/BT/ камера/3кг K72Jt-TY214D	0	0	0	1	539		0	0	12	
35538	Ноутбук Asus K73E 17.3 (1600х900) LED, глянцевый / Intel Pentium B950 (2.1 Ghz) / 2 Gb/ HDD 500Gb / Intel HD/ DVDRW/ Bluetooth / 3кг/ Brown (K73E-TY227D)	0	0	0	1	539		0	0	12	
36148	Ноутбук Asus K73E 17.3/ Intel Pentium B950 2.1Ghz/ 4Gb/ 500Gb/ HD Graphics/ DVDRW/ BT/K73E-TY192D	0	0	0	1	539		0	0	12	
34250	Ноутбук Asus K73SV 17.3 HD+/ i3-2310M/ 4Gb/ 500Gb/ 1Gb GT540M/ DVDRW/ WiFi/BT/камера/ 3.2кг K73SV-2310M-S4DNAN	0	0	0	1	539		0	0	12	
36964	Ноутбук Asus K73TA-TY022D 17.3 / Quad-Core A6-3400M/ 4Gb/640Gb/ HD6650 1Gb/ DVDRW/ HDMI/ WiFi/BT/DOS/3.2кг Brown	0	0	0	1	539		0	0	12	
40434	Ноутбук Asus K75VJ-TY019H 17.3 HD+ LED | Core i7-3630QM | 4Gb | 1.5Tb | GeForce GT635M  2Gb | Win 8 | Bronze	0	0	0	1	539		0	0	12	
24679	Ноутбук Asus M51Se Core2Duo T5750-2.0 15,4 WXGA/ 2Gb/ 160Gb/ HD3470/ DVDRW/ WiFi+BT/ Vista HB M51Se-T575SCCFAW	0	0	0	1	539		0	0	12	
33103	Ноутбук Asus N52Da 15.6 WXGA HD/ Turion II Dual-Core P520/ 3072Mb/ 320Gb/ ATI Rad HD5730 N52Da-P520-S3CNAN	0	0	0	1	539		0	0	12	
34454	Ноутбук Asus N53Da DualCore p560/ 15.6 HD/ 4Gb/640Gb 1024Mb /HD6650M / WiFi/BT/Cam N53Da-P560-S4EDAN	0	0	0	1	539		0	0	12	
33111	Ноутбук Asus N53JF 15.6 HD/ Core i3(380M)/ 2Gb/ 500Gb/ GT 425M N53JF-380M-S2DDAN	0	0	0	1	539		0	0	12	
36015	Ноутбук Asus N53Sn 15.6 Core i3-2310M/ 4G/ 500G/ DVDRW/ GT550M 2Gb/ BT/2.7кг/N53SN-SX216D	0	0	0	1	539		0	0	12	
34234	Ноутбук Asus N53Sv 15.6 Core i3-2310M/ 4Gb/ 500Gb/ DVDRW/ GT540M 1Gb/ BT/2.7кг N53SV-2310M-S4DNAN1	0	0	0	1	539		0	0	12	
33109	Ноутбук Asus N53SV 15.6 WXGA HD/ Core i7-2630QM/ 4096Mb/ 640Gb/ GF GT540M N53SV-2630QM-S4DVAP	0	0	0	1	539		0	0	12	
35307	Ноутбук ASUS N53SV-2630QM-S4EVAP 15.6 (1366х768) LED/ Intel Core i7-2630QM (2.0 ГГц) / RAM 4 ГБ / HDD 640 ГБ / GeForce GT 540M, 1 ГБ / DVD+/-RW / Bluetooth / камера / Windows 7 / 2.7 кг / сумка + мышка	0	0	0	1	539		0	0	12	
35308	Ноутбук ASUS N53SV-S1762V 15,6 FullHD nonGlare/Intel Core i7 2670QM/4GB/750GB(7200)/GeForce GT540M 2Gb DDR3(HDMI)/BD-ROM/WiFi 802.11 b/g/n/BT 3.0/Camera 2M/Windows 7 HP/bag+mouse	0	0	0	1	539		0	0	12	
33777	Ноутбук Asus N53TA 15,6 /AMD Quad-Core A6-3400M/ 4GB/ 750GB/HD6720G2 2Gb/ DVDRW/ WiFi/BT 2.6кг N53TA-V2G-SX044D	0	0	0	1	539		0	0	12	
41201	Ноутбук Asus N550JV-XO142H 15.6 HD, матовый | Core i7-4700HQ | 4Gb | 750Gb | GeForce GT750M 2Gb | Win 8 | Dark Grey	0	0	0	1	539		0	0	12	
40823	Ноутбук Asus N550LF-CN037H 15.6 FullHD IPS | i7-4500U | 6Gb | 1Tb | GT745M 2Gb | Win8 | Сабвуфер +сумка+мышь	0	0	0	1	539	1149	0	0	12	
35309	Ноутбук ASUS N55SF-S1196V 15,6 FullHD nonGlare/Intel Core i7 2630QM(2.0GHz,6M)/4GB/750GB/GeForce GT555M 2Gb DDR3(HDMI)/DVD SMulti DL/WiFi/BT/Camera 2M/Windows 7 HP/bag+mouse - 2.71kg	0	0	0	1	539		0	0	12	
35310	Ноутбук ASUS N55SF-S1209V 15.6'' (1920x1080) FullHD LED, матовый / Intel Core i7-2670QM (2.2 ГГц) / RAM 8 ГБ / HDD 750 ГБ / NVIDIA GeForce GT 555M, 2 ГБ / Blu-Ray / LAN / Wi-Fi / Bluetooth / веб-камера / Windows 7 HP	0	0	0	1	539		0	0	12	
35311	Ноутбук Asus N55SF-S2269V 15,6 матовый/i7 2670QM/ 4Gb/ 750Gb/ GT555M 2Gb/ BD-ROM/ Камера 2M/ Win7HP/ сумка/мышь	0	0	0	1	539		0	0	12	
36860	Ноутбук Asus N55SF-S2405V 15,6 матовый/i5-2430M/ 4Gb/ 500Gb/ GT555M 2Gb/ BD-ROM/ Камера 2M/ Win7HP/ сумка/мышь/белый	0	0	0	1	539		0	0	12	
36127	Ноутбук Asus N55SF-SX006V 15.6 /i7-2630QM /4Gb/ 750Gb/ 2Gb GT555M/ 2.7кг	0	0	0	1	539		0	0	12	
36137	Ноутбук Asus N55SF-SX006V/m4g 15.6 /i7-2630QM / 8Gb/ 750Gb/ 2Gb GT555M/ 2.7кг	0	0	0	1	539		0	0	12	
37811	Ноутбук Asus N55SF-SX031V 15.6 LED / Intel Core i3-2310M /4Gb /500Gb/ GT 555M 2Gb/ Win7 HP/ Черный + сумка	0	0	0	1	539		0	0	12	
36755	Ноутбук Asus N55SF-SX268V 15.6 /i7-2670QM / 4Gb/ 750Gb/ GT555M 2Gb/ Сабвуфер/ Black/ сумка+мышь	0	0	0	1	539	1149	0	0	12	
39834	Ноутбук Asus N55SF-SX268VM 15.6 /i7-2670QM / 8Gb/ 750Gb/ GT555M 2Gb/ Сабвуфер/ Black/ сумка+мышь	0	0	0	1	539	1149	0	0	12	
37335	Ноутбук ASUS N55SL-S2158V 15.6HD / Core i5-2450M /4Gb/ 500Gb/ GeForce GT 635M/ Blu-Ray Combo/  Win 7 HP/ 2.71 кг / белый	0	0	0	1	539		0	0	12	
38169	Ноутбук Asus N56VM-S3081V 15.6 HD LED | Core i5-3210M | 6Gb | 750Gb | GeForce GT630M 2Gb | Win 7HP | Black	0	0	0	1	539		0	0	12	
38188	Ноутбук Asus N56VM-S4080V 15.6 Full HD 1920x1080 | i7-3610 | 8096Mb | 1000Gb |  GF630 2Gb | BD-ROM | W7HP |  Сабвуфер	0	0	0	1	539		0	0	12	
38950	Ноутбук Asus N56VZ-S4176H  15.6 Full HD | i7-3610QM | 8Gb | 1Tb | GT650M 2Gb |  Win8 | сумка | Black	0	0	0	1	539		0	0	12	
31694	Ноутбук Asus N61DA 16 HD/Phenom X4 /4Gb/500Gb/ DVDRW/ Radeon 5730/ BT/ Cam/ DOS/N61DA-P920SFHDAW	0	0	0	1	539		0	0	12	
33105	Ноутбук Asus N61Da 16 WXGA HD/ Phenom II N830/ 3072Mb/ 500Gb/ ATI Radeon HD5730/ N61Da-N830S3DDAW	0	0	0	1	539		0	0	12	
30925	Ноутбук Asus N61JA 16 HD /Core i3-350M/ 4Gb / 500Gb/ DVDRW/ Radeon 5730 1Gb!/WiFi/BT/ сумка/ Win7Basic N61JA-3350SFHRAW	0	0	0	1	539		0	0	12	
33108	Ноутбук Asus N61Jv 16 WXGA HD/ Corei3-370M/ 4096Mb/ 320Gb/ GF GT325M N61Jv-370M-S4CRAN	0	0	0	1	539		0	0	12	
27808	Ноутбук Asus N61Vn Core2Quad Q9000-2.0 16 HD /4Gb / 500Gb/ BlueRay/ GT240M/WiFi/ VHP N61Vn-Q900BFHGAW	0	0	0	1	539		0	0	12	
36361	Ноутбук Asus N73SV 17.3 HD+LED/ Core i5 2.3GHz/ 4Gb/ 640Gb/ DVD/ GT540M 1Gb/ VGA,HDMI,GLAN,WiFi,BT,WC 2.0Mp/ USB3.0, 3xUSB2.0/ bag,Win 7 N73SV-2410M-S4EVAP	0	0	0	1	539		0	0	12	
33593	Ноутбук Asus N73SV-2410M-S4DVAP 17.3 	0	0	0	1	539		0	0	12	
34577	Ноутбук Asus N73SV-2630QM-S4GDAP 17.3	0	0	0	1	539		0	0	12	
34858	Ноутбук Asus N73SV-2630QM-S8GVAP 17/ Intel i7-2630QM Quad/ 8Gb/ 1Tb/ DVDRW/ GT540M 2Gb/WiFi/BT/сумка/Win7HP	0	0	0	1	539		0	0	12	
37412	Ноутбук Asus N73SV-TZ009V 17.3 Full HD / Core i7 2.2GHz/ 8Gb/ 1Tb/ DVD-RW/ GT630M 2Gb/ WiFi/ BT/  WebCam/ Bag; Win7 HP	0	0	0	1	539		0	0	12	
41860	Ноутбук Asus N750JV-T5004H 17.3 HD+ | Intel Core i7-4700HQ | 8Gb | 1Tb | nVidia GeForce GT750M 2Gb | Win 8 |	0	0	0	0	539		0	0	12	
35885	Ноутбук Asus N75SF 17.3/ i3-2330M 2.2Ghz/ 4Gb / 500Gb /GeForceGT 555M 2Gb/ DVDRW/ Bluetooth /камера / Win7HP /2.7кг/сумка N75SF-V2G-TY116V	0	0	0	1	539		0	0	12	
36854	Ноутбук ASUS N75SF-V2G-TY108V 17,3  HD+, i5-2430M/ 4Gb/ 1Тb/ GT555M 2Gb/DVDRW/ WiFi/ BT/W7HP/2.7кг /сумка/мышь	0	0	0	1	539		0	0	12	
35312	Ноутбук ASUS N75SF-V2G-TY116V 17,3 HD+ Glare/Intel Core i3 2330M(2.2GHz,3M)/4GB/500GB/GeForce GT555M 2Gb DDR3(HDMI)/DVD SMulti DL/WiFi/BT/Camera 2M/Windows 7 HP/bag+mouse - 2.71kg BLACK	0	0	0	1	539		0	0	12	
35551	Ноутбук Asus N75SF-V2G-TY116V 17.3 | i3 2.2GHz | 4Gb | 500Gb | GT555M	0	0	0	1	539	1149	0	0	12	
35552	Ноутбук ASUS N75SF-V2G-TY147V 17,3  HD+ глянцевый / Intel Core i7-2670QM/ 4Gb/ 1Tb/ GT 555M 2Gb/ BD-ROM/ Win7HP/сумка	0	0	0	1	539		0	0	12	
36237	Ноутбук ASUS N75SF-V2G-TY147V/M4g 17,3  HD+ / Intel i7-2670QM/ 8Gb/ 1Tb/ GT 555M 2Gb/ BD-ROM/ Win7HP/сумка	0	0	0	1	539		0	0	12	
39759	Ноутбук Asus N75SL-V2G-TZ019D 17.3 Full HD | Intel i5-2450 2.5GHz | 6Gb | 750Gb | GT 635M 2Gb |	0	0	0	1	539		0	0	12	
40477	Ноутбук Asus N76VB-T5009H 17.3 WSXGA | Core i7-3630QM | 8Gb | 1Tb | GT740 2Gb | DVDRW | Win 8 | Сабвуфер, Cумка, Мышь |	0	0	0	1	539		0	0	12	
37812	Ноутбук Asus N76VM-V2G-T5034V 17.3 HD+ | i7-3610QM | 4Gb | 1000Gb | GT630 2Gb | Blu-Ray | Win7HP	0	0	0	1	539	1149	0	0	12	
39879	Ноутбук Asus N76VZ-T4035H 17.3 FullHD матовый | i7-3630QM | 8Gb | 2Tb | GF GT635M 2Gb | Blu-Ray | Windows 8	0	0	0	1	539		0	0	12	
40210	Ноутбук Asus N76VZ-V2G-T1045H 17.3 Full HD  | Core i7-3610QM | 8Gb | 2Tb | GF650 | Blu-Ray | Win 8 | Black	0	0	0	1	539		0	0	12	
39155	Ноутбук Asus N76VZ-V2G-T1128H 17.3 Full HD | Intel Core i7-3610QM | 8Gb | 2Tb | GT650M 2Gb | Сумка, мышь | Win8 | Black	0	0	0	1	539		0	0	12	
37956	Ноутбук Asus N76VZ-V2G-T5044V 17.3 LED, матовый / Core i7-3610QM/ 4Gb/ 1Tb/ GF GT650M 2Gb/ Blu-Ray/  W7 HP/ Black	0	0	0	1	539		0	0	12	
40018	Ноутбук Asus N76VZ-V2G-T5129H 17.3  | Intel Core i7-3610QM | 4Gb | 1Tb | GT650M 2Gb | Win 8 | Black	0	0	0	1	539		0	0	12	
33107	Ноутбук Asus P52F 15.6 WXGA HD/ Core i5-520M/ 3072Mb/ 320Gb/ P52F-520MSEGWAW	0	0	0	1	539		0	0	12	
41200	Ноутбук Asus PU500CA 15.6 HD матовый | Core i3-3217U | 4Gb | 500Gb | без DVD | Black | PU500CA-XO016D	0	0	0	0	539		0	0	12	
42180	Ноутбук Asus PU500CA 15.6 HD матовый | Intel Core i5-3317U | 4Gb | 500Gb | Black | PU500CA-XO010D	0	0	0	0	539		0	0	12	
42161	Ноутбук Asus PU500CA 15.6 HD матовый | Intel Core i5-3317U | 4Gb | 500Gb | Win 8 | Black | PU500CA-XO010H	0	0	0	0	539		0	0	12	
